movieId,title,genres,Poster_URL
538,Six Degrees of Separation (1993),Drama,https://image.tmdb.org/t/p/original/bROsFCnsHr0e09M7VA0aCcNF432.jpg
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
540,Sliver (1993),Thriller,https://image.tmdb.org/t/p/original/g7PC2e2KqDkIfOoJx9iXJJez99d.jpg
541,Blade Runner (1982),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg
542,Son in Law (1993),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/mCCa5AV51JHtCYWTB62Un8HM7Aw.jpg
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,https://image.tmdb.org/t/p/original/wMr6ZjfOnCHOA9Qm3jvo0e7nzfx.jpg
544,Striking Distance (1993),Action|Crime,https://image.tmdb.org/t/p/original/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg
545,Harem (1985),Drama,https://image.tmdb.org/t/p/original/lqyeBkGW9OIO1I1NdGMdDhSgWBj.jpg
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,https://image.tmdb.org/t/p/original/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg
547,Surviving the Game (1994),Action|Adventure|Thriller,https://image.tmdb.org/t/p/original/wRtpJFGney5gqHmMb3JjT5WN3FH.jpg
548,Terminal Velocity (1994),Action|Mystery|Thriller,https://image.tmdb.org/t/p/original/jmxE6kKhXaqD2ZKJQO8FYDaLgQ5.jpg
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,https://image.tmdb.org/t/p/original/gIvypJ6N8aUN9DoeRY1siPDF9AW.jpg
550,Threesome (1994),Comedy|Romance,https://image.tmdb.org/t/p/original/gHXXhuGJKUjq5Pl9RNgfQbqLIxw.jpg
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,https://image.tmdb.org/t/p/original/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,https://image.tmdb.org/t/p/original/hfExJPcbBtDeFDEb7I1By72Drlr.jpg
553,Tombstone (1993),Action|Drama|Western,https://image.tmdb.org/t/p/original/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
554,Trial by Jury (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/uYVGv35bMH7MybbfvWHEC9xQDMY.jpg
555,True Romance (1993),Crime|Thriller,https://image.tmdb.org/t/p/original/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
556,"War Room, The (1993)",Documentary,https://image.tmdb.org/t/p/original/u9eEPzGEXu92DLSJzOv6HX5QvND.jpg
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,https://image.tmdb.org/t/p/original/iIWUuCjN8VND7BDugvf45LveA6p.jpg
560,"Beans of Egypt, Maine, The (1994)",Drama,https://image.tmdb.org/t/p/original/aPhwUrsviNrbBs8khuDHsnX9cn9.jpg
562,Welcome to the Dollhouse (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/yrbj1UCLH0oNqWuR9NHuNEdtDF8.jpg
563,Germinal (1993),Drama|Romance,https://image.tmdb.org/t/p/original/cizv23RUxcpTrQt4kcOz7Sv6YJl.jpg
565,Cronos (1993),Drama|Horror,https://image.tmdb.org/t/p/original/nlY7rRCPpVAjWXHu75PkSIhITdD.jpg
566,Naked in New York (1994),Comedy|Romance,https://image.tmdb.org/t/p/original/gAufFGm2Qly8TYrhy4me9X35B7m.jpg
567,Kika (1993),Comedy|Drama,https://image.tmdb.org/t/p/original/jUEBKaMqcvrz0HHF8Cei8asjRWr.jpg
568,Bhaji on the Beach (1993),Comedy|Drama,https://image.tmdb.org/t/p/original/3J5XZgf0NsvTumKMXMqPz5dNhfY.jpg
569,Little Big League (1994),Comedy|Drama,https://image.tmdb.org/t/p/original/dyZ6Agvh2yAFe91J8pJroAPCZgh.jpg
570,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama,https://image.tmdb.org/t/p/original/uSm5xpVmwiDZ0MbWkZOfu54k8hE.jpg
571,"Wedding Gift, The (1994)",Drama|Romance,https://image.tmdb.org/t/p/originalNone
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,https://image.tmdb.org/t/p/original/b4wZkB4FNUi7SK46Tw9kxT5oW8M.jpg
574,Spanking the Monkey (1994),Comedy|Drama,https://image.tmdb.org/t/p/original/cXgBxiPn1GBVMZX7mPsMSMjpfmt.jpg
575,"Little Rascals, The (1994)",Children|Comedy,https://image.tmdb.org/t/p/original/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg
577,Andre (1994),Adventure|Children|Drama,https://image.tmdb.org/t/p/original/uo5BozBpQfKXGLPUeUkwBGLG0XW.jpg
580,Princess Caraboo (1994),Drama,https://image.tmdb.org/t/p/original/a3Fw33tSGdO2eV8SULQigOITzH4.jpg
581,"Celluloid Closet, The (1995)",Documentary,https://image.tmdb.org/t/p/original/x0DSh3uMeQk6EG1DHjGJUywN7C0.jpg
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,https://image.tmdb.org/t/p/original/3BV4iLXqPdcQzfKpLVaLuWdRY25.jpg
585,"Brady Bunch Movie, The (1995)",Comedy,https://image.tmdb.org/t/p/original/1ThgYlBzcPy1Svy3DFOq53YBDtz.jpg
586,Home Alone (1990),Children|Comedy,https://image.tmdb.org/t/p/original/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,https://image.tmdb.org/t/p/original/w9RaPHov8oM5cnzeE27isnFMsvS.jpg
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,https://image.tmdb.org/t/p/original/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,https://image.tmdb.org/t/p/original/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
590,Dances with Wolves (1990),Adventure|Drama|Western,https://image.tmdb.org/t/p/original/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
592,Batman (1989),Action|Crime|Thriller,https://image.tmdb.org/t/p/original/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,https://image.tmdb.org/t/p/original/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,https://image.tmdb.org/t/p/original/9QKUh9UuIIT2ZA9Rby9R6vtNRKa.jpg
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,https://image.tmdb.org/t/p/original/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,https://image.tmdb.org/t/p/original/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg
597,Pretty Woman (1990),Comedy|Romance,https://image.tmdb.org/t/p/original/hVHUfT801LQATGd26VPzhorIYza.jpg
599,"Wild Bunch, The (1969)",Adventure|Western,https://image.tmdb.org/t/p/original/8j9yEC3xjy1PJDSizIbaxcHaSph.jpg
600,Love and a .45 (1994),Action|Comedy|Crime,https://image.tmdb.org/t/p/original/96a45owsQJiBMKw4Iw8zjRZu2AB.jpg
601,"Wooden Man's Bride, The (Yan shen) (1994)",Drama,https://image.tmdb.org/t/p/original/6qX1sUq4daMpHWMhtWScYMKGGCn.jpg
602,"Great Day in Harlem, A (1994)",Documentary,https://image.tmdb.org/t/p/original/606IorDjRMQZYaEdPBvjM8uI6qm.jpg
603,"Bye Bye, Love (1995)",Comedy,https://image.tmdb.org/t/p/original/d4kkOwgCZy9zOMpD8BshDZn1OCm.jpg
605,One Fine Day (1996),Drama|Romance,https://image.tmdb.org/t/p/original/ubEExGaBdbfZEMGLV7kWdqSY68j.jpg
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,https://image.tmdb.org/t/p/original/2scgM9dFaHEppWb3tS99gCAh8KX.jpg
608,Fargo (1996),Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,https://image.tmdb.org/t/p/original/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,https://image.tmdb.org/t/p/original/atUtWrDlLzT1yeVK2EoYtvbS963.jpg
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,https://image.tmdb.org/t/p/original/eXeQKyfWzcsYYbiEtWy189cTBdB.jpg
612,"Pallbearer, The (1996)",Comedy,https://image.tmdb.org/t/p/original/zwHI9B3kcj3WqZoE2LaLDi6ZeAO.jpg
613,Jane Eyre (1996),Drama|Romance,https://image.tmdb.org/t/p/original/o5mTxitBJNy5QtPKLFhuSB6GkzG.jpg
614,Loaded (1994),Drama|Thriller,https://image.tmdb.org/t/p/original/mhXXieOT9fZxJ0TdTBgy9RfYmIg.jpg
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,https://image.tmdb.org/t/p/original/24D3e6xBPEvqlFoq4tSMVqVQ3TO.jpg
616,"Aristocats, The (1970)",Animation|Children,https://image.tmdb.org/t/p/original/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,https://image.tmdb.org/t/p/original/a7u61EMTQYWfDIupBMUPIGO4Nc1.jpg
618,Two Much (1995),Comedy|Romance,https://image.tmdb.org/t/p/original/65WB70Jhi3G2c5C41PyL5pl9L9p.jpg
619,Ed (1996),Comedy,https://image.tmdb.org/t/p/original/oSNX3zyTpRMN0ExtOobt7eaJfPD.jpg
621,My Favorite Season (1993),Drama,https://image.tmdb.org/t/p/original/mWQhnhvNo8B2WRZhvv9XxrA7HgF.jpg
626,"Thin Line Between Love and Hate, A (1996)",Comedy,https://image.tmdb.org/t/p/original/wo9AGi5LlFXZUj8MDPq3eKCUMpd.jpg
627,"Last Supper, The (1995)",Drama|Thriller,https://image.tmdb.org/t/p/original/cKaliAieguNP1pMubeCfa0uDOSr.jpg
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,https://image.tmdb.org/t/p/original/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg
630,Carried Away (1996),Drama|Romance,https://image.tmdb.org/t/p/original/58pT6TIvkQNJYefpeKFa3nBwcSr.jpg
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,https://image.tmdb.org/t/p/original/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,https://image.tmdb.org/t/p/original/u5QRqW0vFYMHFzeQJ4oFgJtu5Xp.jpg
633,Denise Calls Up (1995),Comedy,https://image.tmdb.org/t/p/original/ab8iYcRfEAFwzcrkYP8tJBISX1E.jpg
634,Theodore Rex (1995),Comedy,https://image.tmdb.org/t/p/original/fUUbOE91SK4GCpiyftEY5USjCh1.jpg
635,"Family Thing, A (1996)",Comedy|Drama,https://image.tmdb.org/t/p/original/v6BAse5R1jaTgxXNKMpdphVFZTh.jpg
637,Sgt. Bilko (1996),Comedy,https://image.tmdb.org/t/p/original/14XWD0g88S0EAV6DeIOk8p4CmJS.jpg
638,Jack and Sarah (1995),Romance,https://image.tmdb.org/t/p/original/yWMj1KMfnixB35qa2IZKniHF4sn.jpg
639,Girl 6 (1996),Comedy|Drama,https://image.tmdb.org/t/p/original/un5YpVy7fxb7PxlRlQqLusVM2SM.jpg
640,Diabolique (1996),Drama|Thriller,https://image.tmdb.org/t/p/original/zSW4A35r7Vpz0ainYJGb2QVwCh0.jpg
647,Courage Under Fire (1996),Action|Crime|Drama|War,https://image.tmdb.org/t/p/original/vDJurMJkrx049AiXa3DJx5Zx7a4.jpg
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,https://image.tmdb.org/t/p/original/NNxYkU70HPurnNCSiCjYAmacwm.jpg
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/hFqI4uEViGZWPzebAm0gFs63Ewp.jpg
650,Moll Flanders (1996),Drama,https://image.tmdb.org/t/p/original/mAp8YlDulBBXgCFOUrcMRsV339U.jpg
653,Dragonheart (1996),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/original/1J2FvxEoEKMFT9TjUdfhm0MJhZD.jpg
656,Eddie (1996),Comedy,https://image.tmdb.org/t/p/original/1pb3lvOd5dQrByeJwyCHCKrFeva.jpg
659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/7n1KNXs4OFfeVLjJ3g10M8oK1fM.jpg
660,August (1996),Drama,https://image.tmdb.org/t/p/original/8jvENQepW1ZrJ4KxN2H8eExWIzs.jpg
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,https://image.tmdb.org/t/p/original/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg
662,Fear (1996),Thriller,https://image.tmdb.org/t/p/original/mUVTKyDGKgpSF41PEsrrXDzBhSo.jpg
663,Kids in the Hall: Brain Candy (1996),Comedy,https://image.tmdb.org/t/p/original/j7LYkIa2KC98ZqZmFIjEmtvlv87.jpg
664,Faithful (1996),Comedy,https://image.tmdb.org/t/p/original/bnC3m8J6nN30GE9GKo2lkSWU0yD.jpg
665,Underground (1995),Comedy|Drama|War,https://image.tmdb.org/t/p/original/9dCCM0kTNpipDzSHdYfsRBlvwH.jpg
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,https://image.tmdb.org/t/p/original/xVfSGAbOK4FucTwkYrXJjeBFqv4.jpg
668,Song of the Little Road (Pather Panchali) (1955),Drama,https://image.tmdb.org/t/p/original/y1i8ijOlw2YckxZNjKAsx0muXQs.jpg
670,"World of Apu, The (Apur Sansar) (1959)",Drama,https://image.tmdb.org/t/p/original/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,https://image.tmdb.org/t/p/original/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,https://image.tmdb.org/t/p/original/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,https://image.tmdb.org/t/p/original/kfaRSR3geV3I65icyHWBBEsE9u.jpg
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,https://image.tmdb.org/t/p/originalNone
679,"Run of the Country, The (1995)",Drama,https://image.tmdb.org/t/p/original/ArlhiYSVjDeJKSl1qfCNdQH3DMW.jpg
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg
681,Coup de torchon (Clean Slate) (1981),Crime,https://image.tmdb.org/t/p/original/sYlANrZi5vxaHhmPaktuPlsO2Wz.jpg
685,It's My Party (1996),Drama,https://image.tmdb.org/t/p/original/ltrjg99gc3bA3P5E6WaIbGMxWHS.jpg
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,https://image.tmdb.org/t/p/original/nfHqQ48aJyxDALQZxTXuN7d2QuX.jpg
690,"Promise, The (Versprechen, Das) (1995)",Drama|Romance,https://image.tmdb.org/t/p/original/iE8ijga2dvqBUNjTMtw8myJrsip.jpg
691,Mrs. Winterbourne (1996),Comedy|Romance,https://image.tmdb.org/t/p/original/2JlRKnF6qQdCRKRWgXcgPUHMPGv.jpg
692,Solo (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/tBNhoYT3OUb9J09tc4vp4rjeGAD.jpg
694,"Substitute, The (1996)",Action|Crime|Drama,https://image.tmdb.org/t/p/original/zHApRXaV1NckNtZh6PnKChie2l1.jpg
695,True Crime (1996),Mystery|Thriller,https://image.tmdb.org/t/p/original/wsyTJQ8VPAPRGUNy0YqeQNH4YS9.jpg
697,Feeling Minnesota (1996),Drama|Romance,https://image.tmdb.org/t/p/original/fCJ5eUZw6mGS53spQxGUu7rzFm1.jpg
700,Angus (1995),Comedy,https://image.tmdb.org/t/p/original/x1Py4TB8Y0Wx9IZ62derpSDqwjd.jpg
702,Faces (1968),Drama,https://image.tmdb.org/t/p/original/qTkhxFQ0o6DEtTtPXkv4IA5M90J.jpg
703,Boys (1996),Drama,https://image.tmdb.org/t/p/original/8TB0Bl08cAwgJerey47nFVyMyjC.jpg
704,"Quest, The (1996)",Action|Adventure,https://image.tmdb.org/t/p/original/fR49hZdFJ6ZtRS23JW79VYmZgI7.jpg
705,Cosi (1996),Comedy,https://image.tmdb.org/t/p/original/g4b3tEgmPSq7mZ7db1r9i5jHEHV.jpg
706,Sunset Park (1996),Drama,https://image.tmdb.org/t/p/original/rkt8cYfOV6vcqlDbut7jak9qaPh.jpg
707,Mulholland Falls (1996),Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/tT5rYDXloX5ZxISr8HdlRC9TBcP.jpg
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,https://image.tmdb.org/t/p/original/5V10mg1rAbwWYNF6IjnEYokIR8f.jpg
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,https://image.tmdb.org/t/p/original/x8XqdiZ0Oxu5iXF9SiFub9Lae8J.jpg
710,Celtic Pride (1996),Comedy,https://image.tmdb.org/t/p/original/5P3p9I2ADnTbBdIAl4ZUeUXGuIi.jpg
711,Flipper (1996),Adventure|Children,https://image.tmdb.org/t/p/original/kbsePEyGVpbf3R3vn7yLVnB2lTO.jpg
712,Captives (1994),Crime|Drama|Romance|Thriller,https://image.tmdb.org/t/p/original/pj30LlijIVGBU4Xy5oinPSAdLv6.jpg
714,Dead Man (1995),Drama|Mystery|Western,https://image.tmdb.org/t/p/original/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,https://image.tmdb.org/t/p/original/tsmwnxi8hGXQTNVqBRCAVsfeGON.jpg
716,Switchblade Sisters (1975),Crime,https://image.tmdb.org/t/p/original/rJ2cKHfBnBHzV1aNMd4fzxjKyhr.jpg
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,https://image.tmdb.org/t/p/original/2itbaJfBQmrcbSU8ZjoLifUeSRy.jpg
719,Multiplicity (1996),Comedy,https://image.tmdb.org/t/p/original/lmfxbT0UKxwIHo4KpZSnXJ0hnH5.jpg
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,https://image.tmdb.org/t/p/original/tWkYclnnChwoMMBFECsEjd5hb77.jpg
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,https://image.tmdb.org/t/p/original/q1wbPToYRpXa827OCNqmT4lTnVF.jpg
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,https://image.tmdb.org/t/p/original/lhMIra0pqWNuD6CIXoTmGwZ0EBS.jpg
725,"Great White Hype, The (1996)",Comedy,https://image.tmdb.org/t/p/original/yEPiu0mC4NqMHOoFLsC6CxQW34d.jpg
726,Last Dance (1996),Drama,https://image.tmdb.org/t/p/original/hsMe9TYfPs1VfpZs9xVLZBVGcES.jpg
728,Cold Comfort Farm (1995),Comedy,https://image.tmdb.org/t/p/original/fkPm7MQhn3YqcRDM9qFDKNHiw7D.jpg
731,Heaven's Prisoners (1996),Crime|Thriller,https://image.tmdb.org/t/p/original/yUWVNHA3dVc1CmxNIcXZWqbqWc8.jpg
732,Original Gangstas (1996),Crime,https://image.tmdb.org/t/p/original/uirrsTZmoPmscHZdyWz4tiXVqHE.jpg
733,"Rock, The (1996)",Action|Adventure|Thriller,https://image.tmdb.org/t/p/original/kETYRGA15L0wkVPugSl8lKmSgFn.jpg
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,https://image.tmdb.org/t/p/original/cI5AV3jCuxmoQp0N7Z16SI2b7Xk.jpg
736,Twister (1996),Action|Adventure|Romance|Thriller,https://image.tmdb.org/t/p/original/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg
737,Barb Wire (1996),Action|Sci-Fi,https://image.tmdb.org/t/p/original/jW5TLptY7PL1Mllq1g1uMjwXLXT.jpg
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,https://image.tmdb.org/t/p/original/9gC88zYUBARRSThcG93MvW14sqx.jpg
742,Thinner (1996),Horror|Thriller,https://image.tmdb.org/t/p/original/3GR7uE3zMwERu2CgwdgTbAufFzU.jpg
743,Spy Hard (1996),Comedy,https://image.tmdb.org/t/p/original/ohaS5UAT2FtAFWGqKUBSAVSJ0wC.jpg
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,https://image.tmdb.org/t/p/original/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg
746,Force of Evil (1948),Film-Noir,https://image.tmdb.org/t/p/original/x33LVKf4yWdjMeczJkzE5sIw4VG.jpg
747,"Stupids, The (1996)",Comedy,https://image.tmdb.org/t/p/original/AkOJkpMZQsBzmKlBCskt8Dcrn9p.jpg
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/7ARbqk8SqABU8QqANvpJCpMQ5nj.jpg
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,https://image.tmdb.org/t/p/original/gHm96BRW4GoI339rF1vYoYTB6Qe.jpg
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/cgoiGvNffe4tZC33x6RIQQiKIp9.jpg
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,https://image.tmdb.org/t/p/original/6USWKkOjS40KY19Q0gPEelEiDhc.jpg
755,Kim (1950),Children|Drama,https://image.tmdb.org/t/p/original/koPgzZ60Kd2JI6uxJQ1pD06cIf6.jpg
757,Ashes of Time (Dung che sai duk) (1994),Drama,https://image.tmdb.org/t/p/original/1I5EksYqL87d1dxvpci1YX95CS6.jpg
759,Maya Lin: A Strong Clear Vision (1994),Documentary,https://image.tmdb.org/t/p/original/fqYvHdWNV84yF7zPV3ENHOZ2Jow.jpg
760,Stalingrad (1993),Drama|War,https://image.tmdb.org/t/p/original/rB78VDAOK94KJWp9ofgE3GSQEor.jpg
761,"Phantom, The (1996)",Action|Adventure,https://image.tmdb.org/t/p/original/AbgADjLIYoLAc3mayVWGBWSbjT.jpg
762,Striptease (1996),Comedy|Crime,https://image.tmdb.org/t/p/original/edkpT3vgjEjVrF461AbIwZgkvC7.jpg
764,Heavy (1995),Drama|Romance,https://image.tmdb.org/t/p/original/bMa2ubY2LttGZFzFU1dKdxb1g18.jpg
765,Jack (1996),Comedy|Drama,https://image.tmdb.org/t/p/original/tgyA4EhIp3XrWCgo2Q12UfJJNba.jpg
766,I Shot Andy Warhol (1996),Drama,https://image.tmdb.org/t/p/original/eF4iTAjunicLQyc6AdF7JNwSBOC.jpg
767,"Grass Harp, The (1995)",Comedy|Drama,https://image.tmdb.org/t/p/original/pcdi92LC26RW3zm97SwF3NXYTUr.jpg
769,Marlene Dietrich: Shadow and Light (1996),Documentary,Not found
778,Trainspotting (1996),Comedy|Crime|Drama,https://image.tmdb.org/t/p/original/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg
779,'Til There Was You (1997),Drama|Romance,https://image.tmdb.org/t/p/original/ndbW89bKquf5gMXgncY2fCkrIa.jpg
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg
781,Stealing Beauty (1996),Drama,https://image.tmdb.org/t/p/original/5ugxnyVmBK952bwOcE4M0szNimx.jpg
782,"Fan, The (1996)",Drama|Thriller,https://image.tmdb.org/t/p/original/kdhnzJfcwvi0i6a8wqasRN3sq6l.jpg
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,https://image.tmdb.org/t/p/original/ds4pCq0GOEarBHI35bYSN2PC0KQ.jpg
784,"Cable Guy, The (1996)",Comedy|Thriller,https://image.tmdb.org/t/p/original/yyVUQJboripIpoabFU3SkghvnLu.jpg
785,Kingpin (1996),Comedy,https://image.tmdb.org/t/p/original/cT3vdSxcEOTHPf99sbopWt7rdHa.jpg
786,Eraser (1996),Action|Drama|Thriller,https://image.tmdb.org/t/p/original/1FUV5ZmEkbxvqwQW0az4tFFOSmo.jpg
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,https://image.tmdb.org/t/p/original/7HlhufckAoQb1yIu3FNu339Iuv4.jpg
798,Daylight (1996),Action|Adventure|Drama|Thriller,https://image.tmdb.org/t/p/original/omw7K0L6qArF87zv7qDjjVysyev.jpg
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,https://image.tmdb.org/t/p/original/vbyEohgR2nx8YPTepAXodoQfJJH.jpg
800,Lone Star (1996),Drama|Mystery|Western,https://image.tmdb.org/t/p/original/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg
801,Harriet the Spy (1996),Children|Comedy,https://image.tmdb.org/t/p/original/spTUUMgIVm4gOdWL35IoYWEuZQl.jpg
802,Phenomenon (1996),Drama|Romance,https://image.tmdb.org/t/p/original/5eK1HNf0Kl2vDPOeqf1kX4SKxrw.jpg
803,Walking and Talking (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/m8JMJQUfGwGt7gse8aoduAcTYE.jpg
804,She's the One (1996),Comedy|Romance,https://image.tmdb.org/t/p/original/gBcXhSwGq3MKl7HFpaTtK35pHPa.jpg
805,"Time to Kill, A (1996)",Drama|Thriller,https://image.tmdb.org/t/p/original/apUSR9WE7lMATBGYhzZ8RnPDYsK.jpg
806,American Buffalo (1996),Crime|Drama,https://image.tmdb.org/t/p/original/tkIMquxwzMzZUrnAv43e3w0eX0F.jpg
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,https://image.tmdb.org/t/p/original/hGhTe2ZILLfOkgtJYR8LDJ1XJp2.jpg
808,Alaska (1996),Adventure|Children,https://image.tmdb.org/t/p/original/sRupNIYoWcu2KCkeDqrOn1uUauZ.jpg
809,Fled (1996),Action|Adventure,https://image.tmdb.org/t/p/original/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg
810,Kazaam (1996),Children|Comedy|Fantasy,https://image.tmdb.org/t/p/original/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg
813,Larger Than Life (1996),Comedy,https://image.tmdb.org/t/p/original/jdpEVxE5IUQv1qEBxWcQM49qDF9.jpg
818,"Very Brady Sequel, A (1996)",Comedy,https://image.tmdb.org/t/p/original/7xqOkzAQvXCLkDtmlWU6HZnOhru.jpg
823,"Collector, The (La collectionneuse) (1967)",Drama,https://image.tmdb.org/t/p/original/3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg
824,Kaspar Hauser (1993),Drama|Mystery,https://image.tmdb.org/t/p/original/186Rl8qNhOHXWN6cMYs1sHFDUwi.jpg
827,"Convent, The (O Convento) (1995)",Drama,https://image.tmdb.org/t/p/original/ikAsNlMi9YlCFVWcxfHTyKI9ZPM.jpg
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,https://image.tmdb.org/t/p/original/xjoYc9umKoZHTVr2B0uBbn3bCXj.jpg
